,idade,individuo_id,area_foliar_especifica,area_foliar_individual,comprimento_foliar,largura_foliar,potencial_hidrico_foliar,target_final
902,30,1095.0,74.92,28.61,13.24,3.33,-3.9,1
903,36,1095.0,82.1,27.26,12.8813626,3.19,-2.4,1
904,30,2204.0,62.04,64.71,16.25,6.05,-3.87,1
905,30,287.0,79.26,44.78,19.28,3.72,-3.3,1
906,36,287.0,79.4,53.95,,,-2.54,1
907,30,404.0,90.24,45.93,16.21,4.56,-3.9,1
908,36,404.0,87.55,40.17,15.0,3.91,-2.38,1
909,30,889.0,103.27,33.35,14.08,3.77,-3.88,1
910,36,889.0,125.05,34.51,12.98,4.07,-1.78,1
911,30,124.0,107.71,40.36,15.03,4.12,-2.88,1
912,30,134.0,123.73,35.57,13.07,4.4,-3.56,1
913,30,932.0,108.17,43.21,15.24,4.61,-3.4,1
914,36,932.0,103.74,46.11,16.3,4.48,,1
915,30,4330.0,84.37,44.67,17.53,4.13,-3.86,1
916,36,4330.0,81.58,51.11,16.53,4.59,-1.27,1
917,30,2241.0,91.42,28.16,14.69,2.96,-4.06,1
918,30,2306.0,87.03,64.81,17.09,5.93,-4.06,1
919,30,156.0,93.52,36.62,14.09,4.54,-2.33,1
920,36,156.0,95.21,24.95,12.46,3.62,-1.77,1
921,30,1086.0,73.96,34.06,13.45,4.3,-3.18,1
922,36,1086.0,119.4,25.25,8.24,4.42,,1
923,30,162.0,80.65,29.95,13.19,3.63,-3.27,1
924,36,162.0,77.91,37.01,13.15,3.96,-1.63,1
925,30,721.0,82.49,40.42,15.69,3.84,-2.8,1
926,36,721.0,89.68,35.53,11.27,4.46,-1.58,1
927,30,723.0,76.85,44.72,18.9,3.35,-3.05,1
928,36,723.0,112.78,41.22,14.47,4.23,-2.22,1
929,30,883.0,87.44,51.24,18.75,4.36,-3.41,1
930,36,883.0,113.11,35.65,10.17,4.71,-2.28,1
931,30,424.0,81.63,24.58,12.39,3.25,-4.38,1
932,36,424.0,122.09,21.78,10.98,3.01,-2.39,1
933,30,688.0,,37.13,13.87,4.32,-2.87,1
934,30,206.0,87.71,23.41,8.65,4.2,-4.62,1
935,36,206.0,81.72,25.42,9.89,4.03,-2.86,1
936,30,687.0,84.6,31.94,18.34,2.94,-2.56,1
937,36,687.0,66.35,40.79,21.22,3.19,-2.09,1
938,30,2407.0,88.25,37.99,15.51,3.55,-3.62,1
939,30,4349.0,87.25,38.48,15.15,3.88,-3.41,1
940,36,4349.0,104.41,38.84,15.99,3.69,-1.79,1
941,30,363.0,99.87,37.35,16.23,3.69,-3.48,1
942,36,363.0,95.51,36.96,15.92,3.65,-2.0,1
943,30,795.0,96.46,39.65,16.43,3.58,-2.77,1
944,36,795.0,118.56,36.75,13.73,4.07,,1
945,30,2410.0,74.07,36.33,16.06,3.45,-3.51,1
946,30,3.0,102.13,27.68,11.72,3.77,-3.28,1
947,36,3.0,104.88,19.4,8.38,3.69,-2.62,1
948,30,311.0,96.39,34.85,16.24,3.26,-3.98,0
949,30,781.0,69.03,22.47,12.59,2.8,-4.07,1
950,36,781.0,83.29,29.71,,,-2.75,1
951,30,1026.0,86.8,25.64,14.25,2.87,-2.7,1
952,36,1026.0,135.95,16.86,8.5,2.83,-1.48,1
953,30,4326.0,85.08,35.86,14.92,3.71,-3.08,1
954,30,36.0,122.61,45.56,17.3,4.39,-2.45,1
955,36,36.0,99.2,37.35,16.06,3.41,-2.13,1
956,30,770.0,79.99,44.87,16.53,4.1,-3.72,1
957,30,972.0,96.05,31.94,15.87,3.45,-3.06,1
958,36,972.0,107.26,30.14,13.26,3.39,,1
959,30,1514.0,117.67,45.14,13.67,5.14,-3.52,0
960,30,2221.0,94.23,29.16,15.72,2.91,-3.52,1
961,30,4378.0,83.29,33.23,15.69,3.04,-3.52,1
962,36,4378.0,113.92,46.71,18.94,3.78,-2.28,1
963,30,346.0,62.17,41.1,12.85,4.38,-2.5,1
964,36,346.0,85.75,28.48,11.93,3.38,-2.86,1
965,30,856.0,90.78,22.01,13.58,2.79,-4.39,1
966,36,856.0,93.64,26.17,11.16,3.58,-2.64,1
967,30,1099.0,105.48,39.61,19.3,3.24,-3.68,1
968,36,1099.0,113.51,35.35,15.34,3.2,-2.53,1
969,30,1502.0,104.75,29.94,12.21,4.07,-3.36,0
970,30,4384.0,98.56,36.91,15.45,3.49,-3.36,1
971,36,4384.0,99.92,47.86,16.17,4.2,-2.39,1
972,30,225.0,101.88,32.87,12.41,4.25,-3.98,1
973,36,225.0,118.1,44.82,15.7,4.77,-1.78,1
974,30,694.0,102.06,53.12,15.72,4.67,-2.59,1
975,36,694.0,99.8,41.7,14.88,4.19,-1.13,1
976,30,1030.0,102.99,37.91,14.59,4.51,-3.5,1
977,36,1030.0,122.06,35.01,13.34,3.89,-2.07,1
978,30,1451.0,86.89,41.31,15.19,4.22,-2.9,1
979,30,4248.0,96.73,49.53,16.96,4.76,-3.66,1
980,36,4248.0,80.05,56.42,16.01,5.14,-2.58,1
981,30,21.0,100.55,35.53,12.9,3.9,-4.42,1
982,30,1415.0,100.71,45.53,18.87,3.61,-4.37,1
983,30,272.0,96.56,38.32,14.06,4.26,-3.68,1
984,36,272.0,116.25,41.33,16.01,3.92,-2.44,1
985,30,852.0,73.96,47.52,16.56,4.22,-4.24,1
986,36,852.0,92.49,31.76,9.5,4.57,-2.48,1
987,30,924.0,115.55,35.13,14.54,3.83,-4.1,1
988,36,924.0,108.3,43.92,16.02,4.11,-2.18,1
989,30,1420.0,70.78,37.07,16.84,3.24,-4.44,1
990,30,2216.0,65.33,35.31,14.57,3.86,-4.32,1
991,30,4310.0,84.91,26.19,11.28,3.32,-4.32,1
992,36,4310.0,74.86,25.45,11.01,3.34,,1
993,30,769.0,117.32,30.5,8.36,5.36,-4.32,0
994,30,982.0,85.16,48.34,18.45,4.4,-4.2,1
995,36,982.0,90.82,52.43,16.75,4.96,-2.18,1
996,36,20.0,192.14,39.39,14.31,4.29,-1.74,1
997,36,23.0,101.19,23.22,12.28,2.81,-2.43,1
998,36,25.0,148.25,33.15,11.57,4.5,-1.37,1
999,36,26.0,87.62,43.28,14.07,4.56,-2.26,1
1000,36,44.0,86.08,30.0,17.15,2.59,,1
1001,36,141.0,80.82,29.29,13.89,3.22,-1.66,1
1002,36,155.0,119.56,39.83,16.98,3.42,-2.61,1
1003,36,163.0,80.78,33.56,14.74,3.41,-0.98,1
1004,36,169.0,170.32,56.55,14.66,5.75,-2.37,1
1005,36,177.0,89.71,25.88,15.02,2.51,-2.3,1
1006,36,207.0,65.3,29.97,16.98,3.04,-1.12,1
1007,36,157.0,103.15,30.48,12.33,4.0,-2.76,1
1008,36,153.0,81.04,63.13,15.33,6.4,-2.12,1
1009,36,376.0,116.4,33.33,14.76,3.68,-2.02,1
1010,36,252.0,152.18,38.68,11.65,5.39,-2.58,1
1011,36,360.0,92.69,29.99,11.22,4.14,-1.27,1
1012,36,339.0,89.41,37.15,14.96,3.69,-1.68,1
1013,36,237.0,78.65,41.17,14.93,3.92,-1.55,1
1014,36,255.0,75.28,30.58,13.52,3.79,-2.48,1
1015,36,315.0,88.17,19.27,13.2,2.32,-2.35,1
1016,36,412.0,116.47,33.35,15.29,3.96,-2.83,1
1017,36,434.0,72.08,42.17,16.56,3.43,-2.38,1
1018,36,281.0,98.94,31.22,14.33,3.82,-2.62,1
1019,36,258.0,84.6,37.31,14.22,4.01,-2.82,1
1020,36,275.0,68.5,32.37,12.23,3.77,-1.97,1
1021,36,250.0,80.41,39.97,14.74,3.68,-2.15,1
1022,36,395.0,115.82,66.19,12.64,7.04,,1
1023,36,296.0,112.47,47.86,16.95,4.08,-2.43,1
1024,36,322.0,85.47,42.18,18.46,3.78,-2.44,1
1025,36,273.0,77.42,49.43,17.63,4.3,-1.74,1
1026,36,450.0,92.61,33.97,13.89,3.61,-2.8,1
1027,36,477.0,121.18,40.35,15.5,4.02,-1.8,1
1028,36,475.0,66.7,29.14,8.68,4.73,-2.78,1
1029,36,596.0,135.44,32.86,10.76,4.68,-2.52,1
1030,36,551.0,100.03,31.76,13.04,4.09,-2.68,1
1031,36,857.0,106.77,33.4,10.34,4.43,-2.36,1
1032,36,877.0,90.89,37.15,14.41,3.89,-2.58,1
1033,36,861.0,88.59,34.86,14.55,3.56,-2.38,1
1034,36,1043.0,94.96,32.57,13.59,3.61,-2.2,1
1035,36,1003.0,99.42,40.45,15.26,4.44,-2.09,1
1036,36,885.0,100.58,36.36,13.33,4.12,-2.99,1
1037,36,1035.0,97.97,49.14,15.47,5.03,-0.96,1
1038,36,935.0,126.58,45.0,13.0,3.93,-2.68,1
1039,36,1028.0,122.83,44.28,13.16,4.45,-2.15,1
1040,36,921.0,159.67,35.22,10.88,4.92,-1.96,1
1041,36,900.0,183.8,32.35,9.56,4.95,-1.78,1
1042,36,964.0,81.7,38.89,12.19,4.72,-3.1,1
1043,36,1130.0,108.73,30.34,10.46,4.24,-1.56,1
1044,36,1245.0,90.43,44.31,16.21,4.18,-1.3,1
1045,36,1253.0,194.13,40.96,12.68,4.86,-0.85,1
1046,36,1266.0,112.06,24.71,13.38,3.01,-2.18,1
1047,36,1554.0,62.98,47.0,16.24,4.53,-1.76,1
1048,36,1793.0,95.95,52.29,14.67,5.14,-2.36,1
1049,36,1789.0,116.79,36.32,12.02,4.54,-2.27,1
1050,36,1791.0,87.13,53.89,14.99,6.05,-2.73,1
1051,36,2526.0,91.46,42.74,20.91,4.3,-2.79,1
1052,36,2573.0,103.0,36.54,10.99,4.79,-2.56,1
1053,36,3174.0,98.74,32.77,13.75,3.55,-2.39,1
1054,36,3186.0,121.46,63.22,17.46,5.41,-1.59,1
1055,36,3122.0,101.39,49.01,15.27,4.78,-2.37,1
1056,36,3225.0,75.56,47.79,16.75,4.25,-2.57,1
1057,36,3272.0,111.64,31.32,12.53,4.11,-2.57,1
1058,36,3200.0,103.56,37.77,,,-3.06,1
1059,36,3287.0,85.11,39.15,16.97,3.54,-2.48,1
1060,36,3323.0,116.23,25.75,11.49,3.39,-2.08,1
1061,36,3712.0,214.78,25.18,9.65,3.91,-1.23,1
1062,36,3561.0,109.07,34.63,13.4,4.16,-3.37,1
1063,36,3563.0,110.09,24.49,12.26,3.12,-0.92,1
1064,36,3541.0,106.67,42.23,15.67,4.0,-2.36,1
1065,36,3648.0,110.0,34.47,11.16,4.86,-1.86,1
1066,36,3557.0,122.05,33.53,11.61,4.18,-2.85,1
1067,36,3940.0,126.05,29.78,11.89,4.1,-2.4,1
1068,36,3755.0,96.14,56.06,20.01,4.4,-2.27,1
1069,36,3786.0,152.85,40.5,14.11,4.62,-2.11,1
1070,36,3893.0,93.95,28.19,12.2,3.64,-1.86,1
1071,36,4295.0,94.73,27.37,13.32,3.37,-0.49,1
1072,36,4240.0,110.23,43.75,13.85,5.25,-1.93,1
1073,36,4234.0,105.43,20.48,12.64,2.49,-1.63,1
1074,36,4181.0,100.32,33.11,9.46,5.06,-2.03,1
1075,36,4204.0,102.21,37.56,16.47,3.89,-1.64,1
